,song_id,duration_mins,popularity,danceability,energy,acousticness,valence,tempo,song,performer,peak_position,year,total_charting_weeks,top10
163,Right Now (Na Na Na)Akon,4.012433333333333,67.0,81.6,85.1,28.299999999999997,56.8,137.968,Right Now (Na Na Na),Akon,8.0,2008,22.0,True
164,Prom QueenLil Wayne Featuring Shanell AKA SNL,3.6233333333333335,42.0,50.9,86.5,0.00339,44.2,144.107,Prom Queen,Lil Wayne Featuring Shanell AKA SNL,15.0,2009,11.0,False
165,Sparks FlyTaylor Swift,4.348883333333333,57.0,60.5,78.7,3.9600000000000004,37.4,114.987,Sparks Fly,Taylor Swift,17.0,2010,20.0,False
166,Stitch By StitchJavier Colon,3.272,27.0,63.6,66.0,21.3,18.0,89.993,Stitch By Stitch,Javier Colon,17.0,2011,2.0,False
167,Die In Your ArmsJustin Bieber,3.9548833333333335,61.0,56.8,87.8,3.09,72.5,171.723,Die In Your Arms,Justin Bieber,17.0,2012,2.0,False
168,Dark HorseKaty Perry Featuring Juicy J,3.594533333333333,78.0,64.5,58.5,0.314,35.3,131.931,Dark Horse,Katy Perry Featuring Juicy J,1.0,2014,57.0,True
169,SurvivalEminem,4.540283333333333,68.0,45.9,89.9,0.38,43.7,176.384,Survival,Eminem,16.0,2013,14.0,False
170,Stars Are BlindParis Hilton,3.9433333333333334,54.0,74.5,69.5,0.5930000000000001,51.9,102.014,Stars Are Blind,Paris Hilton,18.0,2006,12.0,False
171,DisturbiaRihanna,3.9771,75.0,70.7,81.3,8.63,72.2,124.921,Disturbia,Rihanna,1.0,2008,37.0,True
172,Singing In The Rain / UmbrellaGlee Cast Featuring Gwyneth Paltrow,3.054883333333333,54.0,59.599999999999994,74.0,0.724,52.7,88.938,Singing In The Rain / Umbrella,Glee Cast Featuring Gwyneth Paltrow,18.0,2010,3.0,False
173,That's All She WroteT.I. Featuring Eminem,5.306,70.0,49.6,78.5,3.2800000000000002,35.699999999999996,170.02,That's All She Wrote,T.I. Featuring Eminem,18.0,2010,5.0,False
174,Both Of UsB.o.B Featuring Taylor Swift,3.602,57.0,67.7,72.2,2.13,4.83,125.091,Both Of Us,B.o.B Featuring Taylor Swift,18.0,2012,19.0,False
175,Crash My PartyLuke Bryan,3.9126666666666665,62.0,52.6,82.3,3.09,43.5,144.09,Crash My Party,Luke Bryan,18.0,2013,21.0,False
176,BootyJennifer Lopez Featuring Iggy Azalea Or Pitbull,3.4949833333333333,64.0,71.39999999999999,95.1,0.344,45.800000000000004,128.964,Booty,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,18.0,2014,9.0,False
177,Out Of The WoodsTaylor Swift,3.93,60.0,55.2,84.1,0.10300000000000001,34.2,91.993,Out Of The Woods,Taylor Swift,18.0,2014,2.0,False
178,Blank SpaceTaylor Swift,3.863766666666667,70.0,76.0,70.3,10.299999999999999,56.99999999999999,95.997,Blank Space,Taylor Swift,1.0,2015,36.0,True
179,American BabyDave Matthews Band,4.584216666666666,47.0,69.19999999999999,82.19999999999999,0.192,85.6,120.741,American Baby,Dave Matthews Band,16.0,2005,11.0,False
180,Ain't No Other ManChristina Aguilera,3.8151,62.0,86.2,74.2,0.376,51.1,127.91,Ain't No Other Man,Christina Aguilera,6.0,2006,20.0,True
181,BeautifulAkon Featuring Colby O'Donis & Kardinal Offishall,5.216433333333334,64.0,73.9,93.8,13.100000000000001,65.5,130.018,Beautiful,Akon Featuring Colby O'Donis & Kardinal Offishall,19.0,2008,22.0,False
182,DJ Got Us Fallin' In LoveUsher Featuring Pitbull,3.68,79.0,66.3,86.1,3.38,65.4,119.963,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,4.0,2010,34.0,True
183,AnacondaNicki Minaj,4.3373333333333335,65.0,96.39999999999999,60.5,6.68,64.60000000000001,129.994,Anaconda,Nicki Minaj,2.0,2014,22.0,True
184,Play My MusicJonas Brothers,3.2917666666666667,59.0,46.6,87.7,0.0856,76.5,177.708,Play My Music,Jonas Brothers,20.0,2008,5.0,False
185,Teenage DreamKaty Perry,3.796,71.0,71.89999999999999,80.4,1.32,60.5,119.999,Teenage Dream,Katy Perry,1.0,2010,33.0,True
186,Stuck Like GlueSugarland,4.126433333333333,64.0,70.19999999999999,79.5,32.9,83.6,83.961,Stuck Like Glue,Sugarland,17.0,2010,24.0,False
187,Princess Of ChinaColdplay Featuring Rihanna,3.9869166666666667,68.0,42.5,69.0,0.385,23.3,84.99,Princess Of China,Coldplay Featuring Rihanna,20.0,2011,12.0,False
188,All MeDrake Featuring 2 Chainz & Big Sean,4.514433333333334,68.0,67.0,51.5,7.049999999999999,42.199999999999996,122.006,All Me,Drake Featuring 2 Chainz & Big Sean,20.0,2013,20.0,False
189,See You In My NightmaresKanye West Featuring Lil Wayne,4.302,57.0,66.8,44.1,7.35,15.8,124.598,See You In My Nightmares,Kanye West Featuring Lil Wayne,21.0,2008,4.0,False
190,As Long As You Love MeJustin Bieber Featuring Big Sean,3.8244333333333334,73.0,57.099999999999994,87.3,8.07,61.3,139.691,As Long As You Love Me,Justin Bieber Featuring Big Sean,6.0,2012,29.0,True
191,Baby IAriana Grande,3.2933333333333334,60.0,71.89999999999999,79.2,2.31,49.9,101.969,Baby I,Ariana Grande,21.0,2013,3.0,False
192,Back To BackDrake,2.84395,70.0,63.5,47.199999999999996,0.898,37.3,174.008,Back To Back,Drake,21.0,2015,19.0,False
193,Somebody To LoveJordan Smith,3.60355,40.0,48.699999999999996,85.3,10.6,39.300000000000004,111.019,Somebody To Love,Jordan Smith,21.0,2015,1.0,False
194,Across The UniverseVarious Artists,5.7248833333333335,2.0,47.9,54.400000000000006,0.0567,40.2,148.742,Across The Universe,Various Artists,22.0,2005,1.0,False
195,Ayo Technology50 Cent Featuring Justin Timberlake & Timbaland,4.132433333333333,55.0,44.2,77.4,9.43,37.7,139.775,Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland,5.0,2007,20.0,True
196,Beat ItFall Out Boy Featuring John Mayer,3.8233333333333333,58.0,55.7,93.60000000000001,1.95,84.1,149.954,Beat It,Fall Out Boy Featuring John Mayer,19.0,2008,7.0,False
197,POWERKanye West,4.868216666666667,79.0,54.300000000000004,91.5,1.6199999999999999,57.699999999999996,153.998,POWER,Kanye West,22.0,2010,16.0,False
198,Bottoms UpTrey Songz Featuring Nicki Minaj,4.03355,72.0,84.5,60.099999999999994,2.0500000000000003,32.9,74.008,Bottoms Up,Trey Songz Featuring Nicki Minaj,6.0,2010,26.0,True
199,Dog Days Are OverGlee Cast,4.213333333333333,41.0,53.900000000000006,71.7,1.4500000000000002,33.6,149.898,Dog Days Are Over,Glee Cast,22.0,2010,1.0,False
200,All Around The WorldJustin Bieber Featuring Ludacris,4.0757666666666665,64.0,68.89999999999999,81.6,1.9,77.5,127.958,All Around The World,Justin Bieber Featuring Ludacris,22.0,2012,9.0,False
201,CenturiesFall Out Boy,3.806,81.0,38.5,86.6,0.4,55.1,176.014,Centuries,Fall Out Boy,10.0,2015,34.0,True
202,She's Kinda Hot5 Seconds Of Summer,3.6075666666666666,67.0,66.4,90.8,0.182,88.9,118.031,She's Kinda Hot,5 Seconds Of Summer,22.0,2015,9.0,False
203,Bye ByeMariah Carey,4.4471,60.0,78.2,60.3,30.4,85.1,136.0,Bye Bye,Mariah Carey,19.0,2008,12.0,False
204,TelephoneGlee Cast,3.716,48.0,72.89999999999999,80.5,0.363,74.9,122.021,Telephone,Glee Cast,23.0,2010,1.0,False
205,Tennessee WhiskeyChris Stapleton,4.888216666666667,78.0,39.2,37.0,20.5,51.2,48.718,Tennessee Whiskey,Chris Stapleton,20.0,2015,4.0,False
206,Stupid GirlsP!nk,3.286216666666667,60.0,68.89999999999999,88.6,0.0739,56.8,100.029,Stupid Girls,P!nk,13.0,2006,16.0,False
207,Dani CaliforniaRed Hot Chili Peppers,4.7026666666666666,77.0,55.300000000000004,86.5,1.7000000000000002,73.5,96.161,Dani California,Red Hot Chili Peppers,6.0,2006,26.0,True
208,PermanentDavid Cook,2.942,41.0,57.699999999999996,33.6,80.4,15.4,95.927,Permanent,David Cook,24.0,2009,2.0,False
209,Beautiful DayLee DeWyze,3.958666666666667,21.0,48.3,79.0,1.9800000000000002,28.999999999999996,135.121,Beautiful Day,Lee DeWyze,24.0,2010,2.0,False
210,Round & RoundSelena Gomez & The Scene,3.108216666666667,53.0,54.50000000000001,68.60000000000001,0.265,48.6,127.996,Round & Round,Selena Gomez & The Scene,24.0,2010,14.0,False
211,#BeautifulMariah Carey Featuring Miguel,3.3311,56.0,67.7,74.9,34.599999999999994,46.9,107.042,#Beautiful,Mariah Carey Featuring Miguel,15.0,2013,16.0,False
212,All That MattersJustin Bieber,3.1862166666666667,60.0,69.6,51.300000000000004,0.508,14.399999999999999,129.859,All That Matters,Justin Bieber,24.0,2013,8.0,False
213,A Sky Full Of StarsColdplay,4.474433333333334,79.0,55.1,63.6,0.713,15.299999999999999,124.996,A Sky Full Of Stars,Coldplay,10.0,2014,26.0,True
214,Something In The WaterCarrie Underwood,3.96955,58.0,45.1,89.3,2.4299999999999997,9.71,139.763,Something In The Water,Carrie Underwood,24.0,2014,20.0,False
215,Can't Feel My FaceThe Weeknd,3.558666666666667,81.0,70.5,76.9,11.200000000000001,59.0,107.939,Can't Feel My Face,The Weeknd,1.0,2015,27.0,True
216,Beverly HillsWeezer,3.2682166666666665,70.0,69.3,82.3,9.32,74.1,87.904,Beverly Hills,Weezer,10.0,2005,43.0,True
217,Call Me When You're SoberEvanescence,3.5784333333333334,67.0,45.0,88.3,0.193,32.800000000000004,93.41,Call Me When You're Sober,Evanescence,10.0,2006,22.0,True
218,SugarFlo Rida Featuring Wynter,4.21555,54.0,73.8,86.8,3.71,19.900000000000002,130.003,Sugar,Flo Rida Featuring Wynter,5.0,2009,18.0,True
219,Christmas LightsColdplay,4.0415833333333335,86.0,31.2,41.8,13.100000000000001,23.7,130.795,Christmas Lights,Coldplay,25.0,2010,3.0,False
220,Over YouCassadee Pope,3.608433333333333,38.0,42.699999999999996,43.5,3.5900000000000003,21.3,151.974,Over You,Cassadee Pope,25.0,2012,2.0,False
221,Corona And LimeShwayze,3.933333333333333,55.0,86.3,75.5,16.8,88.3,100.005,Corona And Lime,Shwayze,23.0,2008,8.0,False
222,SuperstarTaylor Swift,4.35755,45.0,60.699999999999996,53.400000000000006,35.9,29.7,85.953,Superstar,Taylor Swift,26.0,2009,1.0,False
223,SupermanTaylor Swift,4.599333333333333,48.0,58.199999999999996,76.5,2.68,55.900000000000006,131.982,Superman,Taylor Swift,26.0,2011,1.0,False
224,Smooth CriminalGlee Cast Featuring 2Cellos,3.578,59.0,75.6,81.39999999999999,63.2,90.5,135.043,Smooth Criminal,Glee Cast Featuring 2Cellos,26.0,2012,2.0,False
225,Somebody That I Used To KnowGlee Cast,4.1031,50.0,83.3,46.7,55.400000000000006,81.39999999999999,128.918,Somebody That I Used To Know,Glee Cast,26.0,2012,2.0,False
226,CloudsZach Sobiech,2.9937666666666667,40.0,65.9,64.0,15.1,21.099999999999998,96.935,Clouds,Zach Sobiech,26.0,2013,2.0,False
227,(You Want To) Make A MemoryBon Jovi,4.60755,54.0,49.6,44.0,11.700000000000001,20.8,147.96,(You Want To) Make A Memory,Bon Jovi,27.0,2007,20.0,False
228,Do You RememberJay Sean Featuring Sean Paul & Lil Jon,3.5051,68.0,85.39999999999999,66.4,2.78,78.2,125.84,Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,10.0,2010,20.0,True
229,Dance AgainJennifer Lopez Featuring Pitbull,3.9544333333333332,66.0,79.2,85.6,1.59,71.39999999999999,127.988,Dance Again,Jennifer Lopez Featuring Pitbull,17.0,2012,18.0,False
230,BillionaireGlee Cast,3.524,56.0,79.10000000000001,72.1,25.900000000000002,66.0,87.034,Billionaire,Glee Cast,28.0,2010,1.0,False
231,Can't Remember To Forget YouShakira Featuring Rihanna,3.447766666666667,64.0,56.89999999999999,68.30000000000001,0.73,36.199999999999996,138.202,Can't Remember To Forget You,Shakira Featuring Rihanna,15.0,2014,19.0,False
232,Can't Believe ItT-Pain Featuring Lil Wayne,4.563766666666667,57.0,64.8,51.6,0.179,7.5600000000000005,89.828,Can't Believe It,T-Pain Featuring Lil Wayne,7.0,2008,24.0,True
233,Rolling In The DeepGlee Cast Featuring Jonathan Groff,3.41,55.0,62.1,45.5,75.5,65.8,104.871,Rolling In The Deep,Glee Cast Featuring Jonathan Groff,29.0,2011,2.0,False
234,Pretty GirlsBritney Spears & Iggy Azalea,2.732666666666667,60.0,83.39999999999999,83.1,0.799,78.8,103.009,Pretty Girls,Britney Spears & Iggy Azalea,29.0,2015,8.0,False
235,Big Things Poppin' (Do It)T.I.,4.8331,22.0,59.699999999999996,71.5,0.42500000000000004,53.900000000000006,169.036,Big Things Poppin' (Do It),T.I.,9.0,2007,19.0,True
236,Come In With The RainTaylor Swift,3.9684333333333335,47.0,51.7,44.800000000000004,11.799999999999999,23.1,143.952,Come In With The Rain,Taylor Swift,30.0,2009,1.0,False
237,TelephoneLady Gaga Featuring Beyonce,3.6771,67.0,82.5,83.2,0.587,71.3,122.021,Telephone,Lady Gaga Featuring Beyonce,3.0,2010,33.0,True
238,Safe & SoundTaylor Swift Featuring The Civil Wars,4.0011,67.0,47.199999999999996,30.0,88.3,28.9,144.317,Safe & Sound,Taylor Swift Featuring The Civil Wars,30.0,2012,17.0,False
239,Burn It DownLinkin Park,3.83755,74.0,58.5,97.2,1.43,58.5,110.006,Burn It Down,Linkin Park,30.0,2012,23.0,False
240,Baby By Me50 Cent Featuring Ne-Yo,3.556,59.0,63.7,82.69999999999999,0.462,34.5,190.097,Baby By Me,50 Cent Featuring Ne-Yo,28.0,2010,13.0,False
241,Start Me Up / Livin' On A PrayerGlee Cast,2.835916666666667,48.0,55.800000000000004,88.6,12.9,57.099999999999994,123.005,Start Me Up / Livin' On A Prayer,Glee Cast,31.0,2010,1.0,False
242,Talk That TalkRihanna Featuring Jay-Z,3.493333333333333,60.0,69.39999999999999,67.10000000000001,3.71,46.6,83.999,Talk That Talk,Rihanna Featuring Jay-Z,31.0,2011,20.0,False
243,BlameCalvin Harris Featuring John Newman,3.5493333333333332,76.0,41.3,85.6,2.8899999999999997,35.0,128.017,Blame,Calvin Harris Featuring John Newman,19.0,2014,20.0,False
244,BelieveMumford & Sons,3.6839833333333334,61.0,35.9,62.1,2.53,42.199999999999996,113.699,Believe,Mumford & Sons,31.0,2015,15.0,False
245,The FeelingJustin Bieber Featuring Halsey,4.081766666666667,68.0,53.800000000000004,81.8,8.790000000000001,19.8,127.101,The Feeling,Justin Bieber Featuring Halsey,31.0,2015,4.0,False
246,Straight To The Bank50 Cent,3.17755,50.0,63.800000000000004,84.89999999999999,13.8,50.2,179.431,Straight To The Bank,50 Cent,32.0,2007,3.0,False
247,BattlefieldJordin Sparks,4.032,60.0,61.3,63.4,1.78,37.0,144.953,Battlefield,Jordin Sparks,10.0,2009,22.0,True
248,Counting StarsOneRepublic,4.297316666666666,75.0,66.4,70.5,6.54,47.699999999999996,122.017,Counting Stars,OneRepublic,2.0,2014,68.0,True
249,Ridin' SoloJason Derulo,3.5957666666666666,64.0,44.2,83.0,12.8,57.8,89.338,Ridin' Solo,Jason Derulo,9.0,2010,28.0,True
250,Best Love SongT-Pain Featuring Chris Brown,3.2664333333333335,64.0,58.3,71.2,4.52,69.0,159.901,Best Love Song,T-Pain Featuring Chris Brown,33.0,2011,20.0,False
251,Run The World (Girls)Beyonce,3.9348833333333335,76.0,73.3,89.9,0.496,76.0,127.086,Run The World (Girls),Beyonce,29.0,2011,13.0,False
252,Blunt BlowinLil Wayne,5.216,63.0,72.1,73.8,0.22200000000000003,37.5,135.988,Blunt Blowin,Lil Wayne,33.0,2011,6.0,False
253,AgainFetty Wap,5.204,70.0,74.8,73.3,0.62,29.099999999999998,93.019,Again,Fetty Wap,33.0,2015,18.0,False
254,DecodeParamore,4.403416666666667,49.0,27.700000000000003,94.89999999999999,0.155,23.200000000000003,164.102,Decode,Paramore,33.0,2009,14.0,False
255,Chinese DemocracyGuns N' Roses,4.7202166666666665,55.0,47.4,80.0,0.07690000000000001,15.6,133.94,Chinese Democracy,Guns N' Roses,34.0,2008,3.0,False
256,She WolfShakira,3.1477666666666666,65.0,86.5,69.0,28.9,86.8,121.983,She Wolf,Shakira,11.0,2009,20.0,False
257,Sweet CarolineGlee Cast,1.9688833333333333,51.0,63.0,44.9,7.000000000000001,63.800000000000004,124.035,Sweet Caroline,Glee Cast,34.0,2009,1.0,False
258,Sweeter Than FictionTaylor Swift,3.9606666666666666,48.0,71.0,61.4,0.164,67.30000000000001,135.012,Sweeter Than Fiction,Taylor Swift,34.0,2013,1.0,False
259,679Fetty Wap Featuring Remy Boyz,3.278216666666667,76.0,61.8,71.7,0.256,60.3,190.05,679,Fetty Wap Featuring Remy Boyz,4.0,2015,24.0,True
260,Always On Your SideSheryl Crow & Sting,4.18955,50.0,50.3,58.099999999999994,57.9,25.0,140.15,Always On Your Side,Sheryl Crow & Sting,33.0,2006,8.0,False
261,OverDrake,3.8926666666666665,64.0,33.7,85.3,1.13,42.699999999999996,101.034,Over,Drake,14.0,2010,20.0,False
262,The CatalystLinkin Park,5.6642166666666665,55.0,56.00000000000001,92.5,3.7199999999999998,17.8,135.009,The Catalyst,Linkin Park,27.0,2010,10.0,False
263,A Year Without RainSelena Gomez & The Scene,3.90555,58.0,62.9,80.60000000000001,1.02,40.9,119.966,A Year Without Rain,Selena Gomez & The Scene,35.0,2010,8.0,False
264,(It) Feels So GoodSteven Tyler,3.52155,33.0,73.8,95.19999999999999,6.3100000000000005,89.9,122.0,(It) Feels So Good,Steven Tyler,35.0,2011,4.0,False
265,Body PartyCiara,3.9006666666666665,65.0,57.699999999999996,57.599999999999994,1.43,12.0,133.973,Body Party,Ciara,22.0,2013,20.0,False
266,Only OneKanye West Featuring Paul McCartney,4.670433333333333,61.0,72.3,24.6,93.89999999999999,12.7,102.208,Only One,Kanye West Featuring Paul McCartney,35.0,2015,8.0,False
267,Put OnYoung Jeezy Featuring Kanye West,4.287766666666666,4.0,80.10000000000001,53.6,27.3,57.3,168.538,Put On,Young Jeezy Featuring Kanye West,12.0,2008,20.0,False
268,BedRockYoung Money Featuring Lloyd,4.802216666666666,72.0,73.2,65.9,10.9,57.49999999999999,148.001,BedRock,Young Money Featuring Lloyd,2.0,2010,25.0,True
269,Raise Your GlassGlee Cast,3.3077666666666667,46.0,75.6,65.9,13.5,86.2,122.022,Raise Your Glass,Glee Cast,36.0,2011,1.0,False
270,T.H.E (The Hardest Ever)will.i.am Featuring Mick Jagger & Jennifer Lopez,4.79955,48.0,58.599999999999994,71.2,10.4,45.0,106.024,T.H.E (The Hardest Ever),will.i.am Featuring Mick Jagger & Jennifer Lopez,36.0,2011,8.0,False
271,Believe MeLil Wayne Featuring Drake,5.6273333333333335,62.0,84.0,48.3,27.3,19.8,91.992,Believe Me,Lil Wayne Featuring Drake,26.0,2014,20.0,False
272,Cool For The SummerDemi Lovato,3.5789833333333334,71.0,58.4,61.4,0.506,28.000000000000004,114.075,Cool For The Summer,Demi Lovato,11.0,2015,20.0,False
273,Pretty VegasINXS,3.42355,45.0,62.4,92.2,0.121,67.60000000000001,141.968,Pretty Vegas,INXS,37.0,2005,6.0,False
274,ParanoidJonas Brothers,3.637766666666667,58.0,63.800000000000004,84.6,0.155,78.10000000000001,120.993,Paranoid,Jonas Brothers,37.0,2009,7.0,False
275,RadioactiveKings Of Leon,3.4364333333333335,60.0,40.8,92.5,0.877,36.1,126.405,Radioactive,Kings Of Leon,37.0,2010,5.0,False
276,One Of UsGlee Cast,4.0191,47.0,27.800000000000004,57.199999999999996,19.0,46.6,177.664,One Of Us,Glee Cast,37.0,2010,1.0,False
277,BackseatNew Boyz Featuring The Cataracs & Dev,3.7348833333333333,53.0,59.5,92.30000000000001,6.93,78.2,125.029,Backseat,New Boyz Featuring The Cataracs & Dev,26.0,2011,20.0,False
278,BlackbirdGlee Cast,2.3388833333333334,43.0,50.5,35.4,77.9,34.1,92.957,Blackbird,Glee Cast,37.0,2011,1.0,False
279,Red Solo CupToby Keith,3.7231,65.0,53.5,56.00000000000001,28.7,78.5,164.17,Red Solo Cup,Toby Keith,15.0,2012,20.0,False
280,Afire LoveEd Sheeran,5.238,64.0,55.2,63.7,46.400000000000006,33.300000000000004,97.97,Afire Love,Ed Sheeran,37.0,2014,1.0,False
281,PleaseSawyer Fredericks,3.8402166666666666,26.0,41.6,51.7,11.5,34.8,147.958,Please,Sawyer Fredericks,37.0,2015,1.0,False
282,"Out Here GrindinDJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie",4.38555,50.0,64.60000000000001,82.89999999999999,1.1900000000000002,34.4,175.972,Out Here Grindin,"DJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie",38.0,2008,15.0,False
283,All Summer LongThe Rock Heroes,4.9391,6.0,60.6,88.5,0.8250000000000001,85.5,102.992,All Summer Long,The Rock Heroes,29.0,2008,15.0,False
284,Stop! In The Name Of Love / Free Your MindGlee Cast,3.4964333333333335,42.0,64.8,76.7,2.82,64.60000000000001,119.987,Stop! In The Name Of Love / Free Your Mind,Glee Cast,38.0,2010,1.0,False
285,(I've Had) The Time Of My LifeGlee Cast,4.626,49.0,45.9,77.0,7.6499999999999995,16.8,110.705,(I've Had) The Time Of My Life,Glee Cast,38.0,2010,1.0,False
286,The Adventures Of Rain Dance MaggieRed Hot Chili Peppers,4.706666666666667,68.0,68.30000000000001,73.4,0.11199999999999999,57.599999999999994,106.254,The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,38.0,2011,17.0,False
287,Call Me MaybeCarly Rae Jepsen,3.223333333333333,70.0,77.8,58.5,1.23,62.6,120.069,Call Me Maybe,Carly Rae Jepsen,1.0,2012,50.0,True
288,"Rotten To The CoreDove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",2.7011,63.0,69.3,80.80000000000001,5.06,54.7,127.945,Rotten To The Core,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",38.0,2015,6.0,False
289,Straight Outta ComptonN.W.A,4.31145,71.0,83.3,87.4,4.95,41.4,102.866,Straight Outta Compton,N.W.A,38.0,2015,2.0,False
290,"Crack A BottleEminem, Dr. Dre & 50 Cent",4.958666666666667,70.0,67.4,87.9,8.870000000000001,40.300000000000004,84.08,Crack A Bottle,"Eminem, Dr. Dre & 50 Cent",1.0,2009,17.0,True
291,Rock That BodyThe Black Eyed Peas,4.480666666666667,56.0,71.3,89.8,1.97,85.8,124.976,Rock That Body,The Black Eyed Peas,9.0,2010,18.0,True
292,Shortie Like MineBow Wow Featuring Chris Brown & Johnta Austin,4.467766666666667,69.0,75.8,64.2,7.449999999999999,70.1,142.078,Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,9.0,2006,21.0,True
293,Sensual SeductionSnoop Dogg,4.092,56.0,75.6,83.39999999999999,0.44600000000000006,46.5,120.214,Sensual Seduction,Snoop Dogg,7.0,2008,20.0,True
294,ScreamUsher,3.91155,65.0,61.6,86.2,0.117,56.89999999999999,127.992,Scream,Usher,9.0,2012,21.0,True
295,BedJ. Holiday,4.5851,69.0,68.4,60.6,17.0,72.3,127.901,Bed,J. Holiday,5.0,2007,23.0,True
296,DamagedDanity Kane,4.0711,57.0,77.4,65.3,9.120000000000001,81.8,120.01,Damaged,Danity Kane,10.0,2008,22.0,True
297,Run It!Chris Brown,3.8311,72.0,84.6,48.199999999999996,2.46,21.2,100.969,Run It!,Chris Brown,1.0,2005,38.0,True
298,Blow Me (One Last Kiss)P!nk,4.259766666666667,67.0,59.699999999999996,91.9,0.0145,73.0,113.987,Blow Me (One Last Kiss),P!nk,5.0,2012,27.0,True
